bucket,state,commodity,market,signal,reason,volatility_cv,avg_forecast_bandwidth,next7_mean_forecast,last7_mean_actual
Bucket1,Kerala,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.025340817337761768,1.6011198520808516,35.751021063646434,35.71
Bucket1,Madhya Pradesh,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.025059917575903156,1.7077106480111561,35.74092277929997,35.72714285714286
Bucket1,Maharashtra,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.025059917575903156,1.7077106480111561,35.74092277929997,35.72714285714286
Bucket1,Meghalaya,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.025059917575903156,1.7077106480111561,35.74092277929997,35.72714285714286
Bucket1,Mizoram,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.025016181063988813,1.6695948929804212,35.74275734234136,35.72714285714286
Bucket1,Nagaland,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.02513199337697258,1.6124172055863017,35.74496367649687,35.72
Bucket1,Odisha,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.0250557233485431,1.70814051874714,35.74090672954984,35.72714285714286
Bucket1,Puducherry,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.02540732961736026,1.7171191570554194,35.74197165316314,35.72714285714286
Bucket1,Punjab,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.0250557233485431,1.70814051874714,35.74090672954984,35.72714285714286
Bucket1,Rajasthan,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.0250557233485431,1.70814051874714,35.74090672954984,35.72714285714286
Bucket1,Sikkim,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.025135501747380367,1.6973094558673159,35.74634033259135,35.72714285714286
Bucket1,Tamil Nadu,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.0250557233485431,1.70814051874714,35.74090672954984,35.72714285714286
Bucket1,Telangana,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.0250557233485431,1.70814051874714,35.74090672954984,35.72714285714286
Bucket1,Tripura,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.025084440849258434,1.7035267401447878,35.74101322631139,35.72714285714286
Bucket1,Uttar Pradesh,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.0250557233485431,1.70814051874714,35.74090672954984,35.72714285714286
Bucket1,Uttarakhand,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.02517199398928803,1.7211204902240231,35.738081699211484,35.72
Bucket1,West Bengal,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.0250557233485431,1.70814051874714,35.74090672954984,35.72714285714286
Bucket1,Manipur,Atta (Wheat),Retail,Stock Early,Forecast indicates upward movement,0.03333201137527977,1.8529343438952186,35.750316740265404,35.72142857142857
Bucket1,Andaman and Nicobar,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.02506324318298581,132.8435128195424,3185.0255618806027,3186.0285714285715
Bucket1,Andhra Pradesh,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025260240223201638,138.82791808974528,3185.6799808977585,3188.5385714285717
Bucket1,Arunachal pradesh,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.02514750387687689,138.6765097088385,3185.6100073317325,3188.5385714285717
Bucket1,Assam,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.02500405458213324,135.6889297018659,3185.602656572443,3188.5385714285717
Bucket1,Bihar,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Chandigarh,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025320181669123226,141.15534990739755,3185.7409931844695,3188.7314285714283
Bucket1,Chhattisgarh,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Delhi,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025259880409524507,138.71780082660564,3185.6808436635306,3188.5385714285717
Bucket1,Goa,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.02489327469818615,128.14275340564393,3184.75302824385,3184.197142857143
Bucket1,Gujarat,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025260777476350353,138.90331382049348,3185.6808056462296,3188.5385714285717
Bucket1,Haryana,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Himachal Pradesh,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Jammu and Kashmir,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025043453077857596,132.52022628133005,3185.453031821216,3188.5385714285717
Bucket1,Jharkhand,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Karnataka,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Kerala,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.024906050603749244,133.8132472644707,3184.829610584618,3184.184285714285
Bucket1,Madhya Pradesh,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Maharashtra,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Manipur,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.03164258714093981,151.96210870915246,3183.8723473816194,3179.6099999999997
Bucket1,Meghalaya,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Nagaland,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.02504043595404071,132.89313771215637,3185.0258829657664,3186.0285714285715
Bucket1,Odisha,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Puducherry,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025518027742624863,142.18809337804433,3185.6121451502595,3188.5385714285717
Bucket1,Punjab,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Rajasthan,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Sikkim,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025147545305471405,136.03222646576447,3185.4882399118155,3188.5385714285717
Bucket1,Tamil Nadu,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Telangana,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Tripura,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025186217859429188,138.53096673879904,3185.635005338108,3188.5385714285717
Bucket1,Uttar Pradesh,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Uttarakhand,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.0253433554548998,140.05448297710666,3184.984322054654,3186.0285714285715
Bucket1,West Bengal,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025261261704978596,138.84561316248426,3185.680654472827,3188.5385714285717
Bucket1,Mizoram,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025067769681384418,136.09791238521373,3185.5675119141674,3188.5385714285717
Bucket1,DNH and DD,Atta (Wheat),Wholesale,Risk Zone Alert,High volatility/uncertainty,0.025231902179709578,137.97611191607797,3185.44474392058,3188.5385714285717
Bucket1,Andaman and Nicobar,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013167689779615676,11.352046653571797,268.1880194431573,266.99285714285713
Bucket1,Andhra Pradesh,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013855448878599833,12.258941126079906,267.9463921256498,266.3071428571428
Bucket1,Arunachal pradesh,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013722278710351579,12.127905741467043,267.91357344219836,266.3071428571428
Bucket1,Assam,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.01394319605412818,12.284250584568728,267.9329293419692,266.3071428571428
Bucket1,Bihar,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Chandigarh,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.01406358563115272,12.374821892444777,267.4049869169402,265.2557142857143
Bucket1,Chhattisgarh,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Delhi,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,DNH and DD,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013520848691224831,11.93056885738174,267.89993484212425,266.3071428571428
Bucket1,Goa,Tea Loose,Retail,Wait / Defer Procurement,Forecast indicates downward movement,0.01152322113654391,8.036747486668329,268.14056785472866,268.2157142857143
Bucket1,Gujarat,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Haryana,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Himachal Pradesh,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Jammu and Kashmir,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013833725249968098,12.167172938080986,267.9337573005184,266.3071428571428
Bucket1,Jharkhand,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Karnataka,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Kerala,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.012445765933784641,10.45118727042399,268.09790422569637,266.5442857142857
Bucket1,Madhya Pradesh,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Maharashtra,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Meghalaya,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850779047244102,12.233301040075235,267.9306508566472,266.3071428571428
Bucket1,Mizoram,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013776777438377198,12.130877419379726,267.9055626198765,266.3071428571428
Bucket1,Nagaland,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.012782285693401483,10.722184748588003,268.0370018116521,266.99285714285713
Bucket1,Odisha,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850804633464555,12.233339061857093,267.93063824818137,266.3071428571428
Bucket1,Puducherry,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013358168737308959,11.387360482773351,267.765057840796,266.3071428571428
Bucket1,Punjab,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850804633464555,12.233339061857093,267.93063824818137,266.3071428571428
Bucket1,Rajasthan,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850804633464555,12.233339061857093,267.93063824818137,266.3071428571428
Bucket1,Sikkim,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013881828393114594,12.227397376661342,267.9361435790287,266.3071428571428
Bucket1,Tamil Nadu,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850804633464555,12.233339061857093,267.93063824818137,266.3071428571428
Bucket1,Telangana,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850804633464555,12.233339061857093,267.93063824818137,266.3071428571428
Bucket1,Tripura,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.012961143764196922,10.839256162556303,267.8447371851088,266.3071428571428
Bucket1,Uttar Pradesh,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850804633464555,12.233339061857093,267.93063824818137,266.3071428571428
Bucket1,Uttarakhand,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013295687986138317,11.745819259424486,268.3232422499951,266.99285714285713
Bucket1,West Bengal,Tea Loose,Retail,Stock Early,Forecast indicates upward movement,0.013850804633464555,12.233339061857093,267.93063824818137,266.3071428571428
Bucket1,Manipur,Tea Loose,Retail,Wait / Defer Procurement,Forecast indicates downward movement,0.011796069780894173,7.8375764266883685,268.0421451535568,268.46142857142854
Bucket1,Andaman and Nicobar,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.010703551829861496,894.7967848661482,24187.754733904763,24072.58142857143
Bucket1,Andhra Pradesh,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.011484340704247191,968.1060231166729,24166.63613554393,24027.522857142863
Bucket1,Arunachal pradesh,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.011347081190387652,957.5743822651209,24162.52743590382,24027.522857142863
Bucket1,Assam,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.01154741605983815,970.5551146581182,24164.794638565083,24027.522857142863
Bucket1,Bihar,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.011480898249971432,966.2118898922589,24165.093118794674,24027.522857142863
Bucket1,Chandigarh,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.011672240866779683,982.4362073000484,24118.388321362967,23938.797142857144
Bucket1,Chhattisgarh,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.011480898249971432,966.2118898922589,24165.093118794674,24027.522857142863
Bucket1,Delhi,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.011501011774121479,970.021853806167,24167.697061625433,24027.522857142863
Bucket1,Goa,Tea Loose,Wholesale,Risk Zone Alert,High volatility/uncertainty,0.009297451061156054,675.3056715631266,24198.04898777179,24173.035714285714
